Time, UserID, Wireless Signal Status, Blink, Wink Left, Wink Right, Surprise, Furrow, Smile, Clench, LongTermExcitementRawNorm, ShortTermExcitementRawNorm, ShortTermExcitementRaw, ShortTermExcitementMin, ShortTermExcitementMax, RelaxationRawNorm, RelaxationRaw, RelaxationMin, RelaxationMax, StressRawNorm, StressRaw, StressMin, StressMax, EngagementRawNorm, EngagementRaw, EngagementMin, EngagementMax, InterestRawNorm, InterestRaw, InterestMin, InterestMax, FocusRawNorm, FocusRaw, FocusMin, FocusMax,
5.08880949,8192,2,0,0,0,0,0.032916278,0,0,0,0,0.514615536,0.40979892,0.719426036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150167346,0.513007998,0.408533722,0.718735278, 
5.213693142,8192,2,0,0,0,0,0.029537011,0,0,0,0,0.513007998,0.408533722,0.718735278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150167346,0.513007998,0.408533722,0.718735278, 
5.338976383,8192,2,0,0,0,0,0.031099528,0,0,0,0,0.513007998,0.408533722,0.718735278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150167346,0.513007998,0.408533722,0.718735278, 
5.464060307,8192,2,0,0,0,0,0.029843267,0,0,0,0,0.513007998,0.408533722,0.718735278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150167346,0.513007998,0.408533722,0.718735278, 
5.589043617,8192,2,0,0,0,0,0.034180593,0,0,0,0,0.513007998,0.408533722,0.718735278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152462035,0.51193428,0.407358736,0.717983425, 
5.714627266,8192,2,0,0,0,0,0.423312336,0,0,0,0,0.51193428,0.407358736,0.717983425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152462035,0.51193428,0.407358736,0.717983425, 
5.745947838,8192,2,0,1,0,0,0.423312336,0,0,0,0,0.51193428,0.407358736,0.717983425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152462035,0.51193428,0.407358736,0.717983425, 
5.816669941,8192,2,0,1,0,0,0.442029148,0,0,0,0,0.51193428,0.407358736,0.717983425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152462035,0.51193428,0.407358736,0.717983425, 
5.941353321,8192,2,0,1,0,0,0.42409566,0,0,0,0,0.51193428,0.407358736,0.717983425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152462035,0.51193428,0.407358736,0.717983425, 
6.066037178,8192,2,0,0,0,0,0.354995698,0,0,0,0,0.51193428,0.407358736,0.717983425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222925872,0.510900319,0.407606214,0.71606487, 
6.190054417,8192,2,0,0,0,0,0.038064975,0,0,0,0,0.510900319,0.407606214,0.71606487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222925872,0.510900319,0.407606214,0.71606487, 
6.314482212,8192,2,0,0,0,0,0.038955327,0,0,0,0,0.510900319,0.407606214,0.71606487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222925872,0.510900319,0.407606214,0.71606487, 
6.438880444,8192,2,0,0,0,0,0.042022314,0,0,0,0,0.510900319,0.407606214,0.71606487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222925872,0.510900319,0.407606214,0.71606487, 
6.563736439,8192,2,0,0,0,0,0.051049411,0,0,0,0,0.510900319,0.407606214,0.71606487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246209964,0.510425746,0.408116519,0.714091003, 
6.689242363,8192,2,0,0,0,0,0.071195684,0,0,0,0,0.510425746,0.408116519,0.714091003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246209964,0.510425746,0.408116519,0.714091003, 
6.822234631,8192,2,0,0,0,0,0.045532055,0,0,0,0,0.510425746,0.408116519,0.714091003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246209964,0.510425746,0.408116519,0.714091003, 
6.945588589,8192,2,0,0,0,0,0.009102318,0,0,0,0,0.510425746,0.408116519,0.714091003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246209964,0.510425746,0.408116519,0.714091003, 
7.070201397,8192,2,0,0,0,0,0.008026936,0,0,0,0,0.510425746,0.408116519,0.714091003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24672398,0.510107994,0.408618659,0.712166846, 
7.194629192,8192,2,0,0,0,0,0,0,0,0,0,0.510107994,0.408618659,0.712166846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24672398,0.510107994,0.408618659,0.712166846, 
7.445570469,8192,2,0,0,0,0.010603253,0,0,0,0,0,0.510107994,0.408618659,0.712166846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24672398,0.510107994,0.408618659,0.712166846, 
7.508193493,8192,2,1,0,0,0.010603253,0,0,0,0,0,0.510107994,0.408618659,0.712166846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24672398,0.510107994,0.408618659,0.712166846, 
7.570931435,8192,2,1,0,0,0.015016248,0,0,0,0,0,0.510107994,0.408618659,0.712166846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275465697,0.509801388,0.409345895,0.710288763, 
7.665122986,8192,2,0,0,0,0.015016248,0,0,0,0,0,0.509801388,0.409345895,0.710288763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275465697,0.509801388,0.409345895,0.710288763, 
7.696400166,8192,2,0,0,0,0.018026337,0,0,0,0,0,0.509801388,0.409345895,0.710288763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275465697,0.509801388,0.409345895,0.710288763, 
7.829936981,8192,2,0,0,0,0.025765412,0,0,0,0,0,0.509801388,0.409345895,0.710288763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275465697,0.509801388,0.409345895,0.710288763, 
7.953928471,8192,2,0,0,0,0.028513176,0,0,0,0,0,0.509801388,0.409345895,0.710288763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275465697,0.509801388,0.409345895,0.710288763, 
8.079967499,8192,2,0,0,0,0.021866275,0,0,0,0,0,0.509801388,0.409345895,0.710288763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28384763,0.509660184,0.410108984,0.708478212, 
8.205284119,8192,2,0,0,0,0.02433203,0,0,0,0,0,0.509660184,0.410108984,0.708478212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28384763,0.509660184,0.410108984,0.708478212, 
